,NAME,SCORING,ROUNDS,TOTAL STROKES,DRIVE_DISTANCE,TOTAL DISTANCE,TOTAL DRIVES,FWY_%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GIR_%,GREENS HIT,# HOLES,RELATIVE/PAR,SG_P,TOTAL SG:PUTTING,SG_TTG,SG:OTT,SG:APR,SG:ARG,SG_T,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,SCRAMBLING_P,PAR OR BETTER,MISSED GIR,TOP 10_x,POINTS,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,TOP 10_y,1ST,2ND,3RD,Year
63,Abraham Ancer,"3,363",53,"3,363","28,263","28,263",96,472,472,670,575,575,864,-0.31,9.156,9.156,.355,.355,.055,-.530,4.406,4.406,-4.749,9.156,178,178,289,2,414,15,0,3,"2,428",,,,,,2019
64,Kramer Hickok,"4,313",61,"4,313","33,572","33,572",114,546,546,840,722,722,"1,098",-0.27,1.011,1.011,.171,.171,-.043,-.349,-8.727,-8.727,-9.738,1.011,218,218,376,1,281,21,0,1,"2,561",,,,,,2019
65,Si Woo Kim,"4,848",72,"4,848","39,076","39,076",130,617,617,966,813,813,"1,242",-0.30,-17.732,-17.732,.366,.366,.045,.162,15.497,15.497,33.229,-17.732,266,266,429,4,580,20,0,1,"2,262",,,,,,2019
66,Anirban Lahiri,"3,962",56,"3,962","33,207","33,207",112,479,479,778,647,647,"1,008",-0.27,-1.170,-1.170,.390,.390,-.341,.238,12.001,12.001,13.172,-1.170,218,218,361,1,561,18,0,2,"2,281",,,,1,,2019
67,Andrew Putnam,"4,217",60,"4,217","31,856","31,856",112,515,515,827,723,723,"1,080",-0.27,2.012,2.012,-.289,-.289,.096,.189,1.800,1.800,-.214,2.012,230,230,357,3,311,20,0,1,"2,531",,,,,,2019
68,Bubba Watson,"1,571",29,"1,571","13,247","13,247",44,191,191,306,251,251,396,-0.29,-3.715,-3.715,.277,.277,.040,.152,4.737,4.737,8.452,-3.715,78,78,145,2,199,9,0,1,"2,643",,,,,,2019
69,Ian Poulter,"2,401",41,"2,401","19,998","19,998",68,297,297,474,380,380,612,-0.29,11.677,11.677,-.281,-.281,-.080,.268,8.698,8.698,-2.978,11.677,149,149,232,4,162,13,0,,"2,680",,,,,,2019
70,David Lipsky,"4,087",62,"4,087","34,116","34,116",116,525,525,801,712,712,"1,044",-0.30,-2.613,-2.613,-.091,-.091,.346,-.005,8.386,8.386,10.999,-2.613,184,184,332,1,402,20,0,3,"2,440",,,,,,2019
71,Tyler Duncan,"3,718",57,"3,718","31,109","31,109",106,505,505,731,654,654,954,-0.28,-14.395,-14.395,.234,.234,.245,.061,5.031,5.031,19.426,-14.395,181,181,300,1,245,18,0,,"2,597",,,,,,2019
72,Kevin Streelman,"4,512",64,"4,512","37,918","37,918",128,613,613,883,751,751,"1,152",-0.25,2.562,2.562,.290,.290,-.185,.160,17.450,17.450,14.886,2.562,256,256,401,4,294,19,0,1,"2,548",,,,,,2019
73,Ryan Armour,"2,537",40,"2,537","20,594","20,594",72,375,375,501,441,441,648,-0.23,-5.777,-5.777,.420,.420,.071,-.009,5.307,5.307,11.084,-5.777,134,134,207,1,141,13,0,,"2,701",,,,,,2019
74,Nick Taylor,"4,384",62,"4,384","36,606","36,606",124,519,519,857,731,731,"1,116",-0.25,-7.622,-7.622,.025,.025,.119,.019,.043,.043,7.663,-7.622,243,243,385,1,291,19,0,,"2,551",,,,,,2019
75,Peter Malnati,"5,279",75,"5,279","42,000","42,000",142,552,552,"1,037",870,870,"1,350",-0.31,15.364,15.364,-.298,-.298,.105,.133,11.792,11.792,-3.573,15.364,294,294,480,1,385,22,0,2,"2,457",,,,,,2019
76,Danny Willett,"2,696",42,"2,696","22,380","22,380",76,332,332,528,440,440,684,-0.24,-8.729,-8.729,-.002,-.002,-.368,.640,-2.259,-2.259,6.470,-8.729,151,151,244,1,182,13,0,,"2,660",,,,,,2019
77,Kevin Na,"2,389",38,"2,389","19,719","19,719",68,314,314,476,413,413,612,-0.31,-.595,-.595,-.588,-.588,.472,.191,1.671,1.671,2.267,-.595,117,117,199,3,306,11,0,1,"2,536",,,,,,2019
78,Pat Perez,"3,811",54,"3,811","28,859","28,859",100,427,427,741,626,626,972,-0.29,.248,.248,-.460,-.460,.212,.419,7.613,7.613,7.365,.248,214,214,346,3,249,17,0,2,"2,593",,,,,,2019
79,Brooks Koepka,"2,817",45,"2,817","24,882","24,882",80,299,299,558,460,460,720,-0.31,9.450,9.450,.146,.146,-.065,-.168,6.462,6.462,-2.988,9.450,158,158,260,6,405,14,0,2,"2,437",,,,,1,2019
80,Robert Streb,"3,737",55,"3,737","29,476","29,476",98,443,443,728,609,609,954,-0.28,2.724,2.724,-.087,-.087,-.126,.051,-4.534,-4.534,-7.258,2.724,216,216,345,1,284,19,0,3,"2,558",,,,,,2019
81,Vaughn Taylor,"2,604",39,"2,604","20,910","20,910",74,356,356,514,439,439,666,-0.27,-13.783,-13.783,-.144,-.144,.326,.080,-7.498,-7.498,6.286,-13.783,146,146,227,2,113,13,0,1,"2,729",,,,,,2019
82,Jonathan Byrd,"2,609",39,"2,609","21,636","21,636",74,315,315,513,428,428,666,-0.27,8.774,8.774,-.597,-.597,-.512,.507,-5.070,-5.070,-13.844,8.774,159,159,238,1,197,13,0,1,"2,645",,,,,,2019
83,Patton Kizzire,"4,362",64,"4,362","37,701","37,701",124,464,464,864,732,732,"1,116",-0.30,3.443,3.443,-.146,-.146,.249,-.102,3.494,3.494,.052,3.443,240,240,384,1,283,19,0,1,"2,559",,,,,,2019
84,Brian Stuard,"4,870",73,"4,870","37,932","37,932",138,682,682,953,807,807,"1,242",-0.25,-17.838,-17.838,-.484,-.484,.132,.220,-24.316,-24.316,-6.477,-17.838,279,279,435,2,258,24,0,2,"2,584",,,,,,2019
85,Wyndham Clark,"4,015",61,"4,015","33,850","33,850",106,408,408,783,671,671,"1,026",-0.30,10.791,10.791,.023,.023,-.254,-.204,-7.894,-7.894,-18.689,10.791,217,217,355,2,260,19,0,1,"2,582",,,,,,2019
86,Graeme McDowell,"2,962",44,"2,962","23,804","23,804",84,378,378,580,495,495,756,-0.29,3.896,3.896,-.316,-.316,.257,-.316,-6.966,-6.966,-10.863,3.896,163,163,261,3,197,15,0,,"2,645",,,,,,2019
87,Michael Thompson,"4,226",60,"4,226","34,235","34,235",120,550,550,833,686,686,"1,080",-0.30,8.818,8.818,-.264,-.264,-.253,.047,-14.644,-14.644,-23.463,8.818,253,253,394,4,282,18,0,1,"2,560",,,,,,2019
88,Sam Ryder,"4,104",62,"4,104","31,745","31,745",108,466,466,804,668,668,"1,044",-0.32,8.064,8.064,-.243,-.243,-.110,.042,-6.843,-6.843,-14.907,8.064,207,207,376,2,350,20,0,3,"2,492",,,,,1,2019
89,Erik van Rooyen,"2,821",43,"2,821","21,691","21,691",72,350,350,556,485,485,720,-0.31,-5.422,-5.422,.156,.156,.366,-.391,-.957,-.957,4.464,-5.422,118,118,235,1,269,13,0,1,"2,573",,,,,,2019
90,Francesco Molinari,"2,901",41,"2,901","24,121","24,121",82,347,347,571,468,468,738,-0.29,1.326,1.326,-.241,-.241,-.134,.277,-2.024,-2.024,-3.349,1.326,157,157,270,3,181,13,0,1,"2,661",,,,,,2019
91,Adam Schenk,"4,621",69,"4,621","37,081","37,081",122,489,489,898,743,743,"1,170",-0.27,9.837,9.837,-.155,-.155,-.040,-.418,-22.018,-22.018,-31.856,9.837,249,249,427,2,380,23,0,3,"2,462",,,,,1,2019
92,Zach Johnson,"3,134",44,"3,134","24,962","24,962",88,372,372,610,492,492,792,-0.26,9.127,9.127,-.391,-.391,-.271,.031,-14.233,-14.233,-23.361,9.127,170,170,300,1,182,17,0,,"2,660",,,,,,2019
93,Lucas Glover,"4,310",63,"4,310","36,142","36,142",122,587,587,857,762,762,"1,098",-0.26,-30.120,-30.120,.269,.269,.398,-.159,-3.745,-3.745,26.375,-30.120,188,188,336,4,322,18,0,1,"2,520",,,,,,2019
94,Scott Piercy,"3,960",60,"3,960","33,098","33,098",112,428,428,773,626,626,"1,008",-0.29,-.219,-.219,-.105,-.105,-.110,.166,-2.440,-2.440,-2.222,-.219,236,236,382,6,226,19,0,,"2,616",,,,,,2019
95,Kevin Kisner,"3,024",54,"3,024","24,946","24,946",86,412,412,601,522,522,774,-0.31,19.908,19.908,-.190,-.190,-.169,.262,16.408,16.408,-3.502,19.908,143,143,252,3,769,16,0,4,"2,073",,,,1,1,2019
96,Henrik Stenson,"1,782",29,"1,782","14,757","14,757",50,242,242,344,294,294,450,-0.23,-14.279,-14.279,.047,.047,.614,-.213,-3.950,-3.950,10.329,-14.279,87,87,156,3,78,11,0,,"2,764",,,,,,2019
97,Hudson Swafford,"4,379",62,"4,379","38,167","38,167",124,524,524,864,748,748,"1,116",-0.31,.696,.696,.009,.009,.406,-.649,-10.020,-10.020,-10.717,.696,200,200,368,1,640,20,1,1,"2,202",,1,1,,,2019
98,Danny Lee,"2,695",40,"2,695","22,563","22,563",76,287,287,526,435,435,684,-0.34,-11.314,-11.314,.099,.099,-.239,-.481,-27.460,-27.460,-16.143,-11.314,137,137,249,3,384,16,0,2,"2,458",,,,1,,2019
99,Hank Lebioda,"3,973",60,"3,973","32,556","32,556",112,473,473,774,637,637,"1,008",-0.27,11.578,11.578,-.374,-.374,-.050,-.054,-9.400,-9.400,-20.978,11.578,226,226,371,1,146,21,0,,"2,696",,,,,,2019
100,Brice Garnett,"4,308",63,"4,308","35,646","35,646",122,559,559,841,729,729,"1,098",-0.25,1.938,1.938,-.014,-.014,-.235,.131,-3.382,-3.382,-5.322,1.938,240,240,369,1,176,21,0,1,"2,666",,,,,,2019
101,Bill Haas,"4,942",74,"4,942","39,298","39,298",132,541,541,965,812,812,"1,260",-0.25,6.483,6.483,-.361,-.361,-.545,.328,-21.261,-21.261,-27.744,6.483,288,288,448,1,119,22,0,,"2,723",,,,,,2019
102,Peter Uihlein,"3,117",46,"3,117","27,362","27,362",88,279,279,611,513,513,792,-0.29,-3.384,-3.384,-.031,-.031,-.058,.032,-4.888,-4.888,-1.503,-3.384,163,163,279,2,62,15,0,,"2,780",,,,,,2019
103,Chez Reavie,"4,188",61,"4,188","33,209","33,209",118,569,569,813,683,683,"1,062",-0.24,-18.988,-18.988,-.332,-.332,.270,-.018,-22.890,-22.890,-3.903,-18.988,240,240,379,4,296,20,0,1,"2,546",,,,,,2019
104,Patrick Reed,"3,828",57,"3,828","31,208","31,208",108,451,451,752,612,612,972,-0.30,13.787,13.787,-.633,-.633,-.424,.125,-22.531,-22.531,-36.318,13.787,216,216,360,1,443,17,0,1,"2,399",,,,1,,2019
105,Carlos Ortiz,"3,452",49,"3,452","28,768","28,768",94,379,379,678,577,577,882,-0.32,-2.035,-2.035,-.086,-.086,.104,-.402,-17.392,-17.392,-15.357,-2.035,178,178,305,2,399,16,0,1,"2,443",,,,1,,2019
106,Jim Knous,"2,337",35,"2,337","19,638","19,638",66,246,246,459,376,376,594,-0.29,9.173,9.173,-.262,-.262,-.609,.300,-1.129,-1.129,-10.301,9.173,133,133,218,1,82,12,0,,"2,760",,,,,,2019
107,Brian Gay,"2,770",39,"2,770","22,039","22,039",78,323,323,541,402,402,702,-0.33,29.890,29.890,-.821,-.821,-1.389,.297,-23.676,-23.676,-53.567,29.890,176,176,300,2,90,14,0,,"2,752",,,,,,2019
108,Roger Sloan,"3,838",54,"3,838","29,493","29,493",100,429,429,746,616,616,972,-0.28,-7.603,-7.603,-.232,-.232,-.298,.104,-25.908,-25.908,-18.305,-7.603,201,201,356,1,129,20,0,,"2,713",,,,,,2019
109,Nick Watney,"3,844",56,"3,844","32,726","32,726",108,413,413,753,671,671,972,-0.24,7.766,7.766,-.185,-.185,.187,-.323,-5.699,-5.699,-13.463,7.766,172,172,301,2,364,19,0,1,"2,478",,,,1,,2019
110,Kevin Tway,"3,904",57,"3,904","34,081","34,081",110,379,379,763,630,630,990,-0.27,14.264,14.264,-.150,-.150,-.668,-.092,-26.666,-26.666,-40.930,14.264,215,215,360,1,303,21,0,1,"2,539",,,,1,,2019
111,Kelly Kraft,"3,204",47,"3,204","25,732","25,732",90,405,405,619,501,501,810,-0.30,22.510,22.510,-.366,-.366,-.621,-.290,-19.662,-19.662,-42.173,22.510,170,170,309,2,114,19,0,,"2,728",,,,,,2019
112,Cameron Champ,"2,715",38,"2,715","24,780","24,780",76,298,298,527,448,448,684,-0.28,-4.301,-4.301,.699,.699,-.224,-.386,-1.702,-1.702,2.601,-4.301,138,138,236,3,200,12,0,2,"2,642",,,,,,2019
113,Kiradech Aphibarnrat,"2,763",43,"2,763","22,607","22,607",78,346,346,537,447,447,702,-0.28,-9.013,-9.013,-.081,-.081,-.268,-.285,-24.242,-24.242,-15.230,-9.013,152,152,255,3,62,13,0,,"2,780",,,,,,2019
114,Emiliano Grillo,"3,665",54,"3,665","29,267","29,267",96,463,463,718,627,627,936,-0.31,-4.503,-4.503,.316,.316,-.103,-.241,-5.621,-5.621,-1.118,-4.503,177,177,309,2,145,19,0,,"2,697",,,,,,2019
115,Sung Kang,"4,529",66,"4,529","35,291","35,291",120,533,533,884,768,768,"1,152",-0.28,9.845,9.845,-.317,-.317,-.392,-.179,-30.988,-30.988,-40.834,9.845,225,225,384,4,145,23,0,,"2,697",,,,,,2019
116,Kyle Stanley,"3,061",47,"3,061","22,684","22,684",78,397,397,593,531,531,774,-0.20,-30.731,-30.731,.235,.235,.053,-.432,-34.629,-34.629,-3.898,-30.731,138,138,243,1,80,18,0,,"2,762",,,,,,2019
117,Brandt Snedeker,"3,046",45,"3,046","24,925","24,925",86,367,367,599,520,520,774,-0.26,-7.192,-7.192,-.266,-.266,-.085,-.026,-19.646,-19.646,-12.456,-7.192,149,149,254,3,122,17,0,,"2,720",,,,,,2019
118,Branden Grace,"3,261",50,"3,261","24,888","24,888",84,385,385,640,546,546,828,-0.26,-24.056,-24.056,.019,.019,-.356,.055,-35.613,-35.613,-11.556,-24.056,167,167,282,2,213,17,0,2,"2,629",,,,,,2019
119,Martin Trainer,"3,983",58,"3,983","34,273","34,273",112,412,412,773,637,637,"1,008",-0.30,24.765,24.765,-.376,-.376,-.997,-.053,-32.258,-32.258,-57.025,24.765,215,215,371,1,247,22,0,2,"2,595",,,,,,2019
120,Kevin Chappell,"2,771",43,"2,771","24,107","24,107",78,267,267,545,472,472,702,-0.29,-2.730,-2.730,-.350,-.350,-.297,-.214,-26.852,-26.852,-24.123,-2.730,124,124,230,1,108,13,0,,"2,734",,,,,,2019
121,Charley Hoffman,"3,053",45,"3,053","24,059","24,059",78,279,279,596,499,499,774,-0.30,-12.140,-12.140,-.306,-.306,-.332,.022,-34.289,-34.289,-22.149,-12.140,160,160,275,2,99,16,0,,"2,743",,,,,,2019
122,Jason Dufner,"2,297",34,"2,297","18,586","18,586",64,271,271,444,363,363,576,-0.25,-11.019,-11.019,-.080,-.080,-.302,-.079,-20.706,-20.706,-9.686,-11.019,120,120,213,2,40,14,0,,"2,802",,,,,,2019
123,Charl Schwartzel,"2,940",45,"2,940","24,693","24,693",82,317,317,571,450,450,738,-0.27,-19.186,-19.186,-.366,-.366,-.273,.101,-35.860,-35.860,-16.673,-19.186,155,155,288,1,191,15,0,2,"2,651",,,,,,2019
124,Seth Reeves,"3,348",49,"3,348","28,636","28,636",94,397,397,653,563,563,846,-0.30,-1.249,-1.249,.494,.494,-.764,-.649,-27.917,-27.917,-26.668,-1.249,148,148,283,1,117,18,0,1,"2,725",,,,,,2019
125,Austin Cook,"3,217",47,"3,217","25,596","25,596",90,426,426,625,499,499,810,-0.24,-4.405,-4.405,-.406,-.406,-.456,-.050,-30.870,-30.870,-26.465,-4.405,194,194,311,1,85,17,0,,"2,757",,,,,,2019
126,Bronson Burgoon,"2,652",37,"2,652","22,083","22,083",74,268,268,511,418,418,666,-0.25,1.839,1.839,-.488,-.488,-.199,-.242,-23.247,-23.247,-25.088,1.839,144,144,248,1,80,13,0,,"2,762",,,,,,2019
127,Matt Wallace,"2,441",38,"2,441","18,155","18,155",60,262,262,466,395,395,612,-0.24,-16.414,-16.414,-.785,-.785,-.220,-.219,-51.929,-51.929,-35.515,-16.414,118,118,217,2,191,14,0,1,"2,651",,,,,,2019
128,Richy Werenski,"3,442",50,"3,442","28,111","28,111",96,376,376,661,536,536,864,-0.27,9.589,9.589,-.420,-.420,-.617,-.310,-38.880,-38.880,-48.470,9.589,184,184,328,1,81,19,0,,"2,761",,,,,,2019
129,Chesson Hadley,"4,012",58,"4,012","31,434","31,434",104,409,409,775,618,618,"1,008",-0.26,13.041,13.041,-.599,-.599,-.400,-.364,-41.474,-41.474,-54.515,13.041,232,232,390,3,58,21,0,,"2,784",,,,,,2019
130,Jonas Blixt,"2,178",30,"2,178","17,566","17,566",60,236,236,415,298,298,540,-0.28,.504,.504,-.249,-.249,-1.500,-.148,-41.229,-41.229,-41.734,.504,139,139,242,1,15,13,0,,"2,827",,,,,,2019
0,Rory McIlroy,"2,091",30,"2,091","19,200","19,200",60,253,253,420,364,364,540,-0.32,8.564,8.564,.916,.916,.403,.316,51.068,51.068,42.506,8.564,112,112,176,1,"1,190",8,1,5,"1,652",,1,1,1,,2021
1,Justin Thomas,"3,281",51,"3,281","30,069","30,069",96,375,375,672,599,599,864,-0.39,10.977,10.977,.476,.476,.873,.366,77.857,77.857,66.880,10.977,181,181,265,1,"1,568",13,1,8,"1,274",,1,1,,2,2021
2,Xander Schauffele,"2,765",47,"2,765","22,210","22,210",72,353,353,556,504,504,720,-0.34,8.103,8.103,.493,.493,.578,.273,52.495,52.495,44.392,8.103,141,141,216,1,995,13,1,3,"1,847",,1,1,,1,2021
3,Will Zalatoris,"3,211",55,"3,211","26,275","26,275",84,338,338,640,585,585,828,-0.30,-7.687,-7.687,.604,.604,1.102,.139,53.212,53.212,60.899,-7.687,149,149,243,1,"1,202",15,0,6,"1,640",,,,2,,2021
4,Sam Burns,"3,189",50,"3,189","28,444","28,444",92,386,386,640,577,577,828,-0.35,18.896,18.896,.190,.190,.678,.145,62.492,62.492,43.595,18.896,156,156,251,1,"1,601",15,2,6,"1,241",,2,2,1,,2021
5,Louis Oosthuizen,"2,099",33,"2,099","17,950","17,950",60,281,281,416,358,358,540,-0.30,-.589,-.589,.438,.438,-.133,.364,18.835,18.835,19.424,-.589,109,109,182,1,175,10,0,,"2,667",,,,,,2021
6,Webb Simpson,"2,663",41,"2,663","22,794","22,794",76,344,344,528,440,440,684,-0.31,.892,.892,-.015,-.015,.205,.296,16.954,16.954,16.061,.892,144,144,244,1,262,12,0,1,"2,580",,,,,,2021
7,Russell Knox,"4,696",71,"4,696","39,404","39,404",134,638,638,929,869,869,"1,206",-0.24,-31.253,-31.253,.298,.298,.535,-.021,14.235,14.235,45.488,-31.253,198,198,337,1,398,21,0,2,"2,444",,,,,,2021
8,J.J. Spaun,"5,055",72,"5,055","42,343","42,343",144,649,649,999,880,880,"1,296",-0.29,4.034,4.034,.207,.207,.186,-.008,24.812,24.812,20.776,4.034,252,252,416,1,897,21,1,2,"1,945",,1,1,,,2021
9,Tony Finau,"3,371",51,"3,371","29,046","29,046",96,384,384,670,594,594,864,-0.29,-14.914,-14.914,.473,.473,.490,.064,23.094,23.094,38.010,-14.914,161,161,270,1,412,15,0,1,"2,430",,,,1,,2021
10,Dustin Johnson,"2,111",37,"2,111","18,767","18,767",60,229,229,416,358,358,540,-0.32,-5.499,-5.499,.337,.337,.532,-.123,13.154,13.154,18.653,-5.499,107,107,182,1,350,10,0,2,"2,492",,,,,,2021
11,James Hahn,"3,170",49,"3,170","24,604","24,604",82,384,384,620,527,527,810,-0.26,-16.164,-16.164,.306,.306,.062,.167,2.054,2.054,18.219,-16.164,182,182,283,1,239,17,0,2,"2,603",,,,,,2021
12,Kevin Streelman,"4,512",64,"4,512","37,918","37,918",128,613,613,883,751,751,"1,152",-0.25,2.562,2.562,.290,.290,-.185,.160,17.450,17.450,14.886,2.562,256,256,401,1,294,19,0,1,"2,548",,,,,,2021
13,Pat Perez,"3,811",54,"3,811","28,859","28,859",100,427,427,741,626,626,972,-0.29,.248,.248,-.460,-.460,.212,.419,7.613,7.613,7.365,.248,214,214,346,1,249,17,0,2,"2,593",,,,,,2021
14,Brian Stuard,"4,870",73,"4,870","37,932","37,932",138,682,682,953,807,807,"1,242",-0.25,-17.838,-17.838,-.484,-.484,.132,.220,-24.316,-24.316,-6.477,-17.838,279,279,435,1,258,24,0,2,"2,584",,,,,,2021
15,Stewart Cink,"3,319",47,"3,319","28,553","28,553",94,390,390,655,571,571,846,-0.29,1.929,1.929,-.106,-.106,.165,-.338,-9.769,-9.769,-11.700,1.929,143,143,275,1,269,15,0,2,"2,573",,,,,,2021
16,Harry Higgs,"4,109",60,"4,109","32,438","32,438",108,458,458,800,642,642,"1,044",-0.27,15.892,15.892,-.104,-.104,-.624,-.001,-17.613,-17.613,-33.504,15.892,257,257,402,1,215,21,0,1,"2,627",,,,,,2021
17,Zach Johnson,"3,134",44,"3,134","24,962","24,962",88,372,372,610,492,492,792,-0.26,9.127,9.127,-.391,-.391,-.271,.031,-14.233,-14.233,-23.361,9.127,170,170,300,1,182,17,0,,"2,660",,,,,,2021
18,Chez Reavie,"4,188",61,"4,188","33,209","33,209",118,569,569,813,683,683,"1,062",-0.24,-18.988,-18.988,-.332,-.332,.270,-.018,-22.890,-22.890,-3.903,-18.988,240,240,379,1,296,20,0,1,"2,546",,,,,,2021
19,Matthew Wolff,"2,930",44,"2,930","26,295","26,295",82,286,286,570,460,460,738,-0.31,10.412,10.412,-.190,-.190,-.524,.040,-11.172,-11.172,-21.585,10.412,148,148,278,1,557,14,0,2,"2,285",,,,1,,2021
20,Doc Redman,"4,184",63,"4,184","32,390","32,390",110,474,474,815,698,698,"1,062",-0.27,-.628,-.628,-.153,-.153,.226,-.464,-17.405,-17.405,-16.777,-.628,204,204,364,1,237,20,0,1,"2,605",,,,,1,2021
